,sr_open_date,sr_close_date,activity_type_std,Cos,hour,dummy_sr_number,dummy_sysid,dummy_part_number
42570,2021-02-07,2021-07-22,Field Service,112.056919,0.0,sr5046,sys818,part124
42581,2018-10-12,2018-12-12,,0.0,,sr25078,sys1623,part13
42598,2017-06-29,2017-08-25,Field Service,311.16652969999996,0.0,sr12393,sys1829,part74
42614,2018-02-22,2018-06-05,Field Service,105.3206351,0.0,sr6052,sys1699,part560
42615,2019-09-20,2019-10-23,,0.870286405,0.0,sr2888,sys1699,part28
42619,2018-01-15,2018-03-16,Field Service,131.0486757,0.0,sr4,sys1914,part382
42623,2020-02-14,2020-05-04,Field Service,94.45300339,0.0,sr8489,sys1757,part130
42625,2021-03-04,2021-08-05,Field Service,712.9819616000001,0.0,sr4279,sys1972,part119
42627,2020-09-12,2021-01-22,,36.54741672,0.0,sr4382,sys1516,part61
42630,2017-12-09,2018-02-25,Field Service,51.23925505,0.0,sr10230,sys1396,part347
42637,2021-03-30,2021-06-23,Field Service,42.9727132,0.0,sr4198,sys1154,part34
42653,2014-06-26,2014-07-28,Field Service,406.7616159,0.0,sr5604,sys1388,part351
42659,2019-11-29,2020-04-25,Field Service,64.42727006,0.0,sr9780,sys2046,part18
42675,2018-02-22,2018-04-21,Field Service,93.92995065,0.0,sr1824,sys1539,part83
42677,2021-08-16,2021-08-18,,37.35234888,0.0,sr14976,sys2263,part35
42686,2021-03-25,2021-10-05,,3.81422659,0.0,sr4739,sys1727,part520
42692,2019-06-20,2019-12-08,Field Service,2271.734022,0.0,sr2458,sys2301,part4
42697,2013-05-12,2014-11-01,Field Service,0.0,0.0,sr5310,sys1883,part11
42702,2020-09-03,2020-04-19,,10.21318131,0.0,sr5588,sys2234,part474
42705,2019-10-19,2019-11-18,,2241.540598,0.0,sr198,sys1285,part4
42706,2019-03-01,2019-08-02,Field Service,90.85802138,0.0,sr5473,sys1585,part51
42718,2019-05-21,2019-10-10,,14902.99,0.0,sr1916,sys1617,part3
42732,2019-02-18,2019-03-24,Field Service,2424.859366,0.0,sr247,sys2032,part4
42733,2020-10-15,2020-11-19,Field Service,14389.52751,0.0,sr2286,sys2032,part3
42734,2016-12-29,2017-02-20,Field Service,380.65,0.0,sr10468,sys2394,part55
42735,2019-01-15,2019-02-21,,21.68973374,0.0,sr5265,sys2024,part332
42746,2018-07-30,2018-04-11,Field Service,246.5,0.0,sr719,sys2477,part74
42752,2017-08-21,2017-10-19,Field Service,392.96,0.0,sr542,sys1834,part117
42754,2020-09-07,2020-09-30,Field Service,425.01,0.0,sr4254,sys1834,part228
42760,2019-05-20,2019-10-27,Field Service,108.64,0.0,sr3663,sys1768,part78
42769,2021-04-15,2021-07-31,Field Service,1228.210969,0.0,sr1806,sys1345,part13
42774,2019-02-13,2019-03-21,Field Service,60.0880037,0.0,sr10102,sys1523,part9
42784,2019-08-28,2019-10-23,,8.298582025,0.0,sr3475,sys1125,part336
42786,2013-04-24,2013-02-05,Field Service,0.0,0.0,sr22129,sys1125,part78
42790,2013-12-20,2014-04-18,Field Service,274.2286646,0.0,sr4045,sys1125,part6
42794,2021-02-06,2021-03-06,,0.0,,sr21977,sys1767,part86
42795,2020-09-24,2020-10-26,,0.0,,sr15770,sys1701,part135
42796,2019-11-25,2020-05-03,,0.0,,sr25590,sys650,part267
42797,2019-11-09,2019-10-17,,0.0,,sr16722,sys2040,part2
42798,2020-01-20,2020-05-03,Field Service,14584.4016,0.0,sr305,sys1812,part3
42803,2020-04-11,2020-12-19,Field Service,450.91215070000004,0.0,sr791,sys1898,part79
42806,2021-06-18,2021-06-29,Field Service,1022.8047439999999,0.0,sr2763,sys1767,part19
42809,2020-07-23,2020-12-14,Field Service,145.20786299999997,0.0,sr9093,sys1603,part388
42823,2018-01-22,2018-02-24,,37.423120000000004,0.0,sr3773,sys1822,part48
42825,2017-01-06,2017-07-13,,309.5549773,0.0,sr6208,sys1341,part26
42826,2020-09-25,2020-04-11,,32.19894125,0.0,sr12895,sys1341,part23
42831,2018-05-22,2019-04-02,,36.50460455,0.0,sr481,sys1716,part48
42839,2021-07-24,2021-08-26,Field Service,516.6847863,0.0,sr5624,sys1800,part210
42842,2018-09-25,2018-03-11,,67.67842016,0.0,sr8285,sys1757,part25
42844,2017-07-01,2017-10-02,Field Service,539.2947204,0.0,sr5196,sys1972,part7
42845,2019-09-26,2019-10-28,Field Service,667.9999748,0.0,sr5365,sys1972,part29
42854,2019-02-26,2019-03-04,Field Service,1224.9681,0.0,sr1137,sys1396,part13
42864,2021-10-06,2021-01-09,,4.70182737,0.0,sr7447,sys1154,part38
42866,2017-08-02,2017-04-21,,350.0821346,0.0,sr9168,sys1810,part274
42868,2019-11-02,2019-03-29,,31.56132194,0.0,sr3008,sys1810,part43
42869,2019-02-13,2019-04-15,Field Service,290.2232514,0.0,sr5014,sys1487,part7
42874,2020-11-30,2021-01-21,Field Service,102.53911490000002,0.0,sr6939,sys1837,part67
42876,2018-03-21,2018-07-06,Field Service,334.80652610000004,0.0,sr5903,sys1837,part18
42880,2018-06-25,2018-08-11,,1.402340045,0.0,sr6112,sys1526,part516
42882,2019-10-29,2020-03-16,,12.26601574,0.0,sr74,sys1871,part33
42884,2019-10-29,2019-12-27,Field Service,183.2868775,0.0,sr7834,sys1871,part10
42886,2017-10-05,2017-11-06,Field Service,280.10247599999997,0.0,sr5753,sys2046,part7
42887,2019-09-26,2019-11-12,Field Service,15468.89121,0.0,sr1821,sys2046,part2
42896,2019-06-14,2019-07-21,Field Service,295.41567319999996,0.0,sr11037,sys1763,part54
42899,2021-03-18,2021-08-05,,34.8327325,0.0,sr3167,sys2033,part25
42904,2017-01-20,2017-02-24,Field Service,15905.71795,0.0,sr1715,sys1539,part3
42906,2020-03-03,2020-05-04,Field Service,322.1620903,0.0,sr2540,sys1539,part18
42919,2017-04-18,2017-03-09,Field Service,103.2449722,0.0,sr9437,sys1727,part42
42922,2021-07-04,2021-10-05,,0.05568214,0.0,sr3580,sys1727,part219
42930,2020-08-31,2020-10-17,Field Service,341.3838351,0.0,sr96,sys2234,part142
42931,2018-07-31,2018-09-13,Field Service,66.16300612,0.0,sr1408,sys2234,part9
42932,2020-02-12,2021-07-01,Field Service,785.9348828,0.0,sr7723,sys2234,part29
42937,2019-08-26,2019-03-09,Field Service,290.2144007,0.0,sr352,sys1585,part54
42948,2020-10-29,2020-12-30,Field Service,103.99,0.0,sr2943,sys1646,part169
42951,2015-07-28,2015-08-28,Field Service,258.987593,0.0,sr8734,sys1852,part185
42962,2017-05-30,2017-03-08,Field Service,16803.98142,0.0,sr7891,sys2017,part2
42974,2018-09-07,2018-09-09,,36.08,0.0,sr1435,sys2477,part325
42979,2021-02-25,2021-06-29,,8.03,0.0,sr19,sys1790,part397
42993,2021-06-04,2021-08-17,Field Service,333.2,0.0,sr458,sys1768,part142
42997,2020-07-24,2020-09-15,,2.18,0.0,sr1249,sys2110,part110
43005,2018-02-21,2018-09-04,Field Service,108.39898079999999,0.0,sr6793,sys1345,part42
43021,2018-12-24,2019-01-28,Field Service,913.0483853000001,0.0,sr4840,sys1849,part8
43026,2019-04-10,2019-07-11,,26.60833505,0.0,sr5307,sys1873,part5
43034,2017-09-26,2017-10-30,Field Service,133.1216073,0.0,sr1603,sys1806,part194
43039,2021-05-19,2021-06-25,Field Service,14612.71532,0.0,sr2175,sys1762,part3
43042,2021-07-06,2021-08-24,Field Service,7973.659393000001,0.0,sr3,sys1762,part561
43049,2018-02-20,2018-02-04,Field Service,18844.316440000002,0.0,sr2203,sys1519,part2
43052,2019-01-04,2019-09-05,Field Service,413.8018798,0.0,sr11699,sys1486,part55
43059,2017-09-08,2017-11-09,Field Service,310.1160835,0.0,sr1796,sys2084,part7
43060,2021-01-27,2021-03-28,,25.81267138,0.0,sr4700,sys2084,part98
43063,2017-03-16,2017-04-17,Field Service,285.1750902,0.0,sr7719,sys1884,part7
43093,2020-06-25,2020-07-08,,8.725486007999999,0.0,sr4304,sys1033,part38
43105,2019-05-05,2019-06-14,,61.65518861,0.0,sr150,sys1999,part95
43112,2020-08-01,2020-03-04,,12.00590892,0.0,sr2217,sys1996,part33
43118,2018-05-02,2018-03-17,Field Service,966.5147752999999,0.0,sr8930,sys1266,part1
43134,2019-07-06,2019-07-23,,30.63982902,0.0,sr4411,sys1652,part75
43138,2020-12-31,2021-08-02,Field Service,145.89770780000003,0.0,sr2541,sys1982,part36
43142,2018-06-25,2018-10-28,Field Service,1002.5605410000001,0.0,sr4681,sys1794,part8
43159,2019-12-19,2020-10-02,,10.3337625,0.0,sr5654,sys1783,part12
43163,2019-05-02,2019-03-19,Field Service,351.7923622,0.0,sr3492,sys1902,part77
43169,2017-09-18,2017-10-10,Field Service,938.4353257000001,0.0,sr1389,sys1656,part1
43170,2020-03-11,2020-05-12,Field Service,766.9165641,0.0,sr8391,sys1656,part29
43183,2020-07-21,2020-09-14,Field Service,478.99095159999996,0.0,sr4188,sys1100,part470
43186,2020-12-21,2021-10-02,Field Service,187.42244,0.0,sr131,sys1100,part10
43187,2021-03-29,2021-04-22,Field Service,4961.025144,0.0,sr467,sys1100,part66
43188,2020-08-13,2020-08-21,,0.521476875,0.0,sr11,sys2244,part712
43197,2016-09-23,2017-10-01,,479.9706148,0.0,sr19715,sys1311,part31
43198,2016-11-22,2016-12-25,Field Service,8859.891115999999,0.0,sr4663,sys1444,part40
43217,2020-10-21,2021-07-25,,9.9,0.0,sr1771,sys1478,part14
43219,2020-10-15,2020-09-11,Field Service,567.08,0.0,sr4323,sys1448,part37
43226,2018-10-17,2018-11-18,,132.7144755,0.0,sr8262,sys2417,part25
43229,2017-05-29,2017-04-07,Field Service,119.2529493,0.0,sr6414,sys461,part63
43235,2020-03-23,2020-04-23,Field Service,147.32297659999998,0.0,sr6195,sys1505,part32
43238,2018-05-15,2018-08-21,,34.89681536,0.0,sr930,sys709,part25
43240,2017-06-16,2017-06-08,Field Service,969.2169318,0.0,sr7975,sys2424,part56
43241,2017-03-30,2017-06-10,Field Service,203.1203993,0.0,sr21,sys2398,part202
43254,2020-12-21,2021-01-29,,35.95239074,0.0,sr5627,sys2352,part75
43256,2017-10-13,2017-12-26,Field Service,406.3586807,0.0,sr8751,sys2408,part137
43257,2017-09-18,2017-10-27,Field Service,264.141766,0.0,sr5757,sys2408,part44
43273,2021-11-02,2021-03-04,Field Service,108.98225729999999,0.0,sr1075,sys875,part49
43277,2021-07-01,2021-12-02,Field Service,343.567144,0.0,sr6372,sys923,part65
43284,2019-12-06,2019-08-18,Field Service,235.0411318,0.0,sr9467,sys1463,part81
43286,2018-11-27,2018-12-30,,17699.92195,0.0,sr5201,sys1463,part2
43290,2019-06-06,2019-02-08,Field Service,330.783045,0.0,sr456,sys896,part52
43295,2017-03-20,2017-04-05,Field Service,318.13,0.0,sr12110,sys2098,part26
43306,2017-02-13,2017-05-03,Field Service,699.39,0.0,sr915,sys1611,part64
43309,2020-09-17,2020-08-10,Field Service,85.39,0.0,sr991,sys1895,part294
43311,2020-02-27,2020-03-26,Field Service,287.2132673,0.0,sr11407,sys1530,part231
43324,2017-11-22,2018-10-07,Field Service,71.69168034,0.0,sr5180,sys2320,part68
43341,2018-05-07,2018-07-08,Field Service,253.03291090000002,0.0,sr1154,sys1606,part74
43349,2020-07-29,2020-03-09,,16.16913515,0.0,sr76,sys968,part33
43350,2019-03-22,2019-04-05,,28.25423316,0.0,sr5975,sys968,part5
43357,2018-09-25,2018-10-30,Field Service,158.74712340000002,0.0,sr8801,sys1610,part32
43363,2018-11-10,2018-12-29,,11.08703138,0.0,sr8606,sys1116,part12
43374,2017-09-22,2017-11-13,Field Service,0.0,0.0,sr1501,sys1012,part1216
43378,2021-11-05,2021-04-06,Field Service,996.4507380000001,0.0,sr49,sys1705,part19
43379,2018-09-19,2018-10-20,,59.2797952,0.0,sr5050,sys1705,part5
43382,2020-03-23,2020-04-24,Field Service,438.387825,0.0,sr419,sys1243,part163
43384,2021-03-22,2021-05-16,,9.538484,0.0,sr817,sys1442,part134
43387,2016-06-29,2016-11-09,Field Service,142.276344,0.0,sr1647,sys1994,part36
43398,2021-08-03,2021-04-23,Field Service,127.2542882,0.0,sr1632,sys1138,part164
43399,2018-09-03,2018-04-28,Field Service,1053.159458,0.0,sr3957,sys1138,part1
43411,2020-10-15,2020-10-20,Field Service,1122.704727,0.0,sr3138,sys1319,part883
43413,2021-03-30,2021-04-20,Field Service,189.9415142,0.0,sr12633,sys1640,part223
43418,2017-06-28,2017-04-08,Field Service,247.1398414,0.0,sr8464,sys1462,part91
43421,2018-12-07,2018-06-11,,77.15510835,0.0,sr7110,sys2068,part18
43443,2018-07-13,2018-08-25,,12.44633324,0.0,sr626,sys1862,part184
43444,2020-08-04,2021-01-19,Field Service,161.47797880000002,0.0,sr852,sys1862,part104
43446,2019-05-14,2019-06-16,,0.281799325,0.0,sr1885,sys2015,part1024
43447,2020-02-13,2020-03-20,Field Service,13936.493180000001,0.0,sr3640,sys2344,part2
43452,2021-01-03,2021-04-04,Field Service,280.84353569999996,0.0,sr1927,sys2345,part246
43454,2018-08-16,2018-11-17,,9.824696035,0.0,sr541,sys719,part14
43464,2020-06-23,2020-07-27,Field Service,2238.288404,0.0,sr4645,sys1592,part58
43476,2019-11-14,2020-01-21,Field Service,2154.6449190000003,0.0,sr8826,sys2031,part58
43478,2020-02-07,2020-10-25,Field Service,212.7961633,0.0,sr3566,sys1522,part956
43491,2021-02-24,2021-07-18,,173.9612687,0.0,sr37,sys1693,part589
43493,2019-11-10,2019-11-25,Field Service,769.3886635,0.0,sr8341,sys1693,part1
43497,2021-04-15,2021-08-15,,10.265793400000002,0.0,sr7962,sys1795,part14
43500,2019-12-04,2019-05-21,,16.83493866,0.0,sr10851,sys1528,part33
43503,2018-10-17,2019-07-01,,2.36821818,0.0,sr9936,sys1518,part110
43507,2021-07-16,2021-08-27,Field Service,501.22245769999995,0.0,sr1818,sys1741,part22
43521,2020-04-05,2020-09-06,Field Service,386.8578225,0.0,sr828,sys1564,part224
43525,2017-07-08,2017-10-09,Field Service,999.1857809,0.0,sr2531,sys1733,part8
43529,2019-04-19,2019-08-06,Field Service,313.3946653,0.0,sr4426,sys1748,part158
43540,2019-12-20,2020-02-22,Field Service,81.59344771,0.0,sr5001,sys1936,part167
43541,2017-06-10,2020-07-02,,26.04677712,0.0,sr462,sys1987,part89
43543,2019-03-28,2019-04-05,Field Service,222.4128075,0.0,sr9998,sys1668,part11
43544,2020-05-26,2020-05-07,Field Service,208.07352419999998,0.0,sr995,sys1820,part1214
43554,2018-03-14,2018-07-15,,7.98066374,0.0,sr14,sys1723,part578
43560,2018-02-01,2018-06-02,,6.31950564,0.0,sr4265,sys1495,part252
43568,2019-11-18,2020-01-19,,25.73826101,0.0,sr152,sys1581,part549
43569,2017-09-22,2017-10-27,Field Service,503.3549166,0.0,sr5642,sys1581,part22
43600,2019-07-05,2019-06-30,Field Service,106.37360919999999,0.0,sr1452,sys650,part175
43603,2020-10-08,2020-09-14,Field Service,14560.144240000001,0.0,sr1319,sys1532,part3
43612,2020-02-24,2020-04-04,Field Service,188.3596257,0.0,sr6757,sys1538,part67
43613,2018-07-24,2018-08-28,Field Service,233.29045130000003,0.0,sr1210,sys1538,part856
43615,2021-08-04,2021-11-06,Field Service,118.2719764,0.0,sr2940,sys1219,part114
43616,2020-04-16,2020-05-30,,5.52334233,0.0,sr1477,sys1219,part247
43617,2020-09-17,2020-10-24,,22.31491518,0.0,sr1735,sys1771,part583
43623,2021-01-29,2021-04-18,Field Service,86.37122287,0.0,sr1385,sys1552,part617
43629,2019-03-21,2019-04-27,Field Service,193.3777045,0.0,sr8422,sys1573,part31
43638,2017-10-26,2017-03-12,Field Service,67.75604492,0.0,sr3120,sys1725,part94
43641,2019-08-27,2019-05-11,,10.70349735,0.0,sr11710,sys1725,part12
43670,2021-09-17,2021-09-20,Field Service,462.25967599999996,0.0,sr5979,sys1919,part24
43677,2018-06-25,2018-07-28,Field Service,2003.3838870000002,0.0,sr5188,sys1909,part108
43687,2018-02-19,2018-08-04,,11.74884139,0.0,sr5164,sys2009,part12
43689,2019-01-02,2019-02-04,,10.96725689,0.0,sr1977,sys2009,part12
43692,2021-06-22,2021-09-21,,34.70107535,0.0,sr11199,sys1565,part216
43695,2020-09-09,2020-10-24,Field Service,205.254557,0.0,sr12253,sys1664,part15
43698,2019-01-29,2019-02-27,,1924.9806489999999,,sr22359,sys2087,part108
43704,2019-01-10,2019-04-11,Field Service,102.5357046,0.0,sr1123,sys1898,part49
43715,2019-07-22,2019-01-12,,25.69343895,0.0,sr2734,sys1767,part465
43717,2019-06-17,2019-07-24,Field Service,1249.835634,0.0,sr385,sys1469,part60
43725,2018-08-10,2019-03-29,,22.984873,0.0,sr1332,sys1341,part17
43728,2018-09-24,2018-06-12,,0.69473727,0.0,sr7831,sys1881,part69
43734,2016-02-12,2017-12-05,Field Service,201.8256189,0.0,sr14376,sys1699,part15
43736,2021-06-23,2021-07-28,,1653.556949,0.0,sr323,sys1699,part53
43741,2017-11-28,2018-07-05,,0.0,0.0,sr7594,sys1800,part131
43743,2018-06-13,2018-09-17,,3.7529856,0.0,sr3185,sys1914,part572
43750,2018-04-17,2018-05-19,,10.82894047,0.0,sr7570,sys1757,part14
43752,2020-01-05,2020-01-07,Field Service,61.19591208,0.0,sr10333,sys1972,part18
43764,2021-01-03,2021-01-04,,30.75033625,0.0,sr2067,sys1227,part5
43775,2016-09-15,2016-12-16,,2504.202855,0.0,sr3618,sys1897,part220
43782,2020-04-02,2020-12-03,Field Service,14666.514990000001,0.0,sr600,sys1871,part3
43784,2019-03-20,2019-04-26,,0.929715535,0.0,sr2415,sys1871,part28
43790,2019-04-03,2019-06-04,Field Service,222.68,0.0,sr14107,sys1929,part6
43801,2021-08-04,2021-04-06,,35.12546733,0.0,sr217,sys1763,part39
43806,2018-10-30,2019-03-30,Field Service,467.4702785,0.0,sr1202,sys1539,part11
43811,2020-01-07,2020-10-10,,2.0775066000000004,0.0,sr5199,sys2263,part199
43812,2017-07-14,2017-08-27,Field Service,43.4627622,0.0,sr9336,sys1949,part312
43823,2021-03-25,2021-10-05,,37.75249092,0.0,sr4739,sys1727,part35
43827,2018-10-31,2018-05-12,Field Service,109.72919840000002,0.0,sr678,sys1883,part327
43831,2020-04-09,2020-10-17,,32.6605981,0.0,sr5185,sys2234,part23
43836,2017-11-08,2018-04-13,,896.8738252999999,0.0,sr3111,sys1585,part1
43843,2013-09-19,2013-12-16,Field Service,0.0,0.0,sr806,sys1393,part756
43848,2018-11-04,2018-10-17,Field Service,676.09,0.0,sr674,sys1646,part118
43850,2020-06-08,2020-08-18,Field Service,13695.71,0.0,sr7035,sys1646,part3
43851,2021-01-27,2021-05-03,,12.00362412,0.0,sr8781,sys1852,part20
43856,2021-03-22,2021-12-05,Field Service,1374.1656130000001,0.0,sr8837,sys2322,part60
43858,2019-11-10,2019-11-15,Field Service,60.32068789,0.0,sr3891,sys2024,part9
43875,2020-08-26,2020-12-12,Field Service,87.26,0.0,sr62,sys1790,part559
43876,2021-06-18,2021-09-13,Field Service,251.3,0.0,sr859,sys1715,part253
43879,2019-09-17,2019-11-22,Field Service,14902.99,0.0,sr977,sys1715,part3
43886,2020-04-13,2020-05-16,Field Service,245.69,0.0,sr3386,sys1768,part96
43894,2019-06-02,2019-03-14,,26.61206019,0.0,sr9257,sys1345,part123
43897,2020-11-19,2020-12-21,Field Service,205.9511249,0.0,sr8201,sys1345,part124
43910,2021-07-30,2021-04-08,Field Service,12006.533000000001,0.0,sr2652,sys1991,part16
43913,2019-01-10,2019-04-11,Field Service,554.2106941000001,0.0,sr7883,sys1125,part47
43915,2013-11-11,2014-01-16,Field Service,0.0,0.0,sr1488,sys1125,part175
43917,2020-04-08,2020-09-17,,34.05823413,0.0,sr8282,sys1121,part75
43924,2018-08-29,2018-09-29,,390.0647913,0.0,sr14934,sys807,part55
43926,2015-08-01,2015-05-03,,360.459461,0.0,sr14991,sys807,part140
43934,2020-07-29,2020-10-08,Field Service,434.4223533,0.0,sr10599,sys1784,part209
43940,2019-02-28,2019-02-04,Field Service,49.80889171,0.0,sr3313,sys2510,part35
43941,2020-02-01,2020-02-16,,41.60342302,0.0,sr7575,sys2510,part262
43949,2020-11-19,2021-05-17,,252.81465550000001,0.0,sr1274,sys1762,part109
43952,2020-05-05,2020-10-26,Field Service,499.08143269999994,0.0,sr1492,sys1519,part770
43955,2018-10-10,2018-11-22,Field Service,1584.856378,0.0,sr4714,sys1486,part55
43961,2021-08-27,2021-01-09,Field Service,975.5578657,0.0,sr1094,sys1486,part19
43972,2020-10-13,2020-11-17,Field Service,844.5414943,0.0,sr1485,sys1921,part8
43986,2018-11-22,2019-05-02,,808.3207675,0.0,sr2003,sys2267,part8
43997,2019-04-24,2019-06-07,Field Service,301.5077652,0.0,sr2883,sys1661,part47
43998,2021-10-03,2021-03-23,Field Service,56.57169179,0.0,sr3389,sys1935,part394
44006,2017-01-23,2017-05-02,Field Service,564.4193094,0.0,sr7654,sys1637,part1
44008,2019-07-14,2019-10-24,,46.98114253,0.0,sr2407,sys1965,part564
44016,2017-09-08,2017-09-16,Field Service,461.4069301,0.0,sr7820,sys1674,part64
44054,2021-05-25,2021-02-07,Field Service,500.4120211,0.0,sr3681,sys1818,part166
44055,2018-03-22,2018-05-21,Field Service,261.8142787,0.0,sr1187,sys1902,part78
44063,2021-01-22,2021-03-16,,0.60994025,0.0,sr4684,sys1868,part284
44066,2017-04-05,2017-07-11,Field Service,846.5114411000001,0.0,sr8329,sys1868,part1
44068,2017-07-21,2017-07-28,Field Service,2434.742992,0.0,sr1820,sys1677,part58
44070,2017-01-12,2017-12-13,Field Service,8637.898804999999,0.0,sr659,sys1001,part133
44078,2019-02-19,2019-07-03,,4.132589552,0.0,sr3451,sys806,part544
44080,2019-06-03,2019-02-05,,63.54927563,0.0,sr5357,sys1623,part25
44084,2019-05-12,2019-12-16,Field Service,850.0628426000001,0.0,sr4062,sys1100,part8
44085,2019-04-06,2019-11-08,,11.4063119,0.0,sr3161,sys1100,part653
44088,2017-06-26,2017-03-08,Field Service,874.76991,0.0,sr8731,sys2244,part1
44090,2014-06-16,2014-07-20,Field Service,308.5812815,0.0,sr4317,sys1311,part185
44092,2020-04-27,2020-07-05,Field Service,63.366624,0.0,sr8966,sys1893,part68
44094,2017-06-21,2017-08-20,Field Service,5072.2565,0.0,sr13336,sys2481,part195
44096,2018-07-02,2018-03-16,,344.5621006,0.0,sr14764,sys2481,part26
44108,2018-11-13,2018-04-12,Field Service,675.42,0.0,sr4221,sys1448,part29
44110,2017-02-13,2017-06-07,Field Service,17269.15,0.0,sr9875,sys1448,part3
44113,2019-08-01,2019-01-23,Field Service,14650.58408,0.0,sr843,sys1503,part2
44116,2018-07-03,2018-03-21,,9.36411375,0.0,sr761,sys2417,part395
44122,2017-04-26,2017-06-30,,1987.3821289999998,0.0,sr4178,sys1759,part88
44132,2017-03-30,2017-06-10,Field Service,874.76991,0.0,sr21,sys2398,part1
44133,2017-03-30,2017-06-10,Field Service,388.2876111,0.0,sr21,sys2398,part117
44136,2017-06-10,2017-10-11,Field Service,355.734097,0.0,sr8280,sys1498,part30
44141,2018-09-27,2018-11-20,,31.222777,0.0,sr160,sys796,part43
44146,2019-09-04,2019-11-05,Field Service,1933.885064,0.0,sr7198,sys986,part108
44161,2017-04-08,2017-10-09,Field Service,310.1160835,0.0,sr7914,sys1554,part7
44162,2020-04-27,2020-05-30,Field Service,457.87424910000004,0.0,sr3719,sys1842,part73
44169,2019-04-24,2019-01-06,,3.775314835,0.0,sr2631,sys875,part57
