,ownershiptype,systemcoveragelevelwarrantyc,installdate,ageagainstinstallation,deinstalldate,avgreplacementage,expectedreplacementdate,transferacceptancedate,shippeddate,warrantystartdate,warrantyenddate,contractstartdate,contractenddate,typ,contract_line_status,contract_length_days,contract_start_date,contract_end_date,contractcanceldate,last_covered_date,contract_length_months,dummy_sysid
15634,Purchase,Contract,2015-06-26,6.26,,2.24,SEP-24-2017,JUN-24-2015,JUN-18-2015,,,APR-01-2021,SEP-30-2022,CONTRACTS,,,17:08.0,17:08.0,,30-09-2022 17:00,,sys140
155470,,HBS,2015-06-29,6.26,,4.37,NOV-12-2019,,,,,,,COMPONENT,,,,,,,,sys2310
130378,,Contract,2015-06-29,6.26,,4.0,JUL-01-2019,SEP-29-2015,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys1892
104108,,Contract,2015-06-29,6.26,,3.97,JUN-19-2019,JUN-29-2015,,JUN-29-2015,JUN-27-2016,,,WARRANTY,,,,,,31-12-2021 00:00,,sys2129
50032,,Contract,2015-06-30,6.25,,2.24,SEP-28-2017,JUN-30-2015,,,,JUN-30-2021,JUN-29-2022,CONTRACTS,Active,365.0,00:00.0,00:00.0,,29-06-2023 00:00,12.0,sys1737
10326,Lease,HBS,2015-06-30,6.25,,2.24,SEP-28-2017,JUN-30-2015,JUN-29-2015,,,JUL-04-2016,JUL-31-2018,CONTRACTS,Terminated,758.0,17:08.0,00:00.0,00:00.0,31-07-2018 05:00,24.90322,sys1613
49148,Purchased,Contract,2015-07-01,6.25,,3.97,JUN-21-2019,DEC-23-2014,JUL-01-2015,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys717
148474,Purchased,HBS,2015-07-02,6.25,,2.24,SEP-30-2017,JUN-29-2015,JAN-01-2015,JAN-01-1986,JAN-01-1986,,,WARRANTY,,,,,,30-07-2017 00:00,,sys1225
99649,,Contract,2015-07-04,6.24,,4.37,NOV-17-2019,JUL-16-2015,,,,JAN-01-2020,DEC-31-2020,CONTRACTS,Active,366.0,00:00.0,00:00.0,,31-12-2021 00:00,12.0,sys1558
27419,,Contract,2015-07-08,6.23,,4.37,NOV-21-2019,JUN-29-2015,MAY-14-2015,,,JUN-25-2018,JUN-24-2019,CONTRACTS,Active,365.0,,,,24-06-2022 00:00,12.0,sys875
29648,,Contract,2015-07-10,6.23,,4.0,JUL-12-2019,,MAR-24-2015,,,,,COMPONENT,,,,,,6/7/2022 0:00,,sys735
153132,,HBS,2015-07-15,6.21,,4.0,JUL-17-2019,SEP-30-2015,,,,APR-01-2017,MAR-31-2018,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-03-2018 00:00,12.0,sys2107
79406,Lease,Contract,2015-07-17,6.21,,2.24,OCT-15-2017,SEP-11-2015,JUN-12-2015,,,JUL-22-2016,JUN-30-2026,CONTRACTS,Active,3631.0,00:00.0,00:00.0,,30-06-2026 17:00,119.32258,sys487
68293,,Contract,2015-07-20,6.2,,3.97,JUL-10-2019,,JUL-16-2015,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys1483
40717,Purchase,Contract,2015-07-20,6.2,,0.45,JAN-02-2016,SEP-18-2015,JUL-02-2015,,,OCT-03-2020,OCT-02-2021,CONTRACTS,Active,365.0,17:08.0,00:00.0,,2/10/2021 17:00,12.0,sys60
109427,,Contract,2015-07-22,6.19,,4.37,DEC-05-2019,SEP-22-2015,JUL-09-2015,,,JAN-01-2018,DEC-31-2018,CONTRACTS,Active,365.0,,,,8/7/2022 0:00,12.0,sys641
148256,,Contract,2015-07-23,6.19,,2.24,OCT-21-2017,SEP-28-2015,JUN-11-2015,,,OCT-01-2020,SEP-30-2021,CONTRACTS,Active,365.0,,,,30-09-2021 00:00,12.0,sys924
76240,,HBS,2015-07-23,6.19,,4.0,JUL-25-2019,SEP-23-2015,JUN-26-2015,,,DEC-18-2016,DEC-31-2016,CONTRACTS,Active,14.0,,,,17-09-2021 00:00,0.45161,sys858
122123,Purchase,Contract,2015-07-28,6.18,,3.58,FEB-24-2019,JUN-19-2014,AUG-09-2014,,,JAN-15-2021,JAN-14-2026,CONTRACTS,,,17:08.0,17:08.0,,14-01-2026 18:00,,sys203
45183,Purchase,Contract,2015-07-30,6.17,,3.97,JUL-20-2019,JUL-31-2015,JUN-24-2015,,,AUG-04-2016,JAN-31-2020,CONTRACTS,Terminated,1276.0,15:00.0,00:00.0,00:00.0,31-12-2022 18:00,41.903220000000005,sys45
46579,,Contract,2015-07-31,6.17,,4.0,AUG-02-2019,AUG-19-2015,,,,,,COMPONENT,,,,,,2/11/2021 0:00,,sys1818
66108,,HBS,2015-07-31,6.17,,4.0,AUG-02-2019,JUN-30-2015,,,,,,COMPONENT,,,,,,,,sys2284
160548,,HBS,2015-07-31,6.17,,4.0,AUG-02-2019,AUG-31-2015,JUL-10-2015,,,SEP-01-2017,AUG-31-2018,CONTRACTS,Active,365.0,,,,31-12-2020 00:00,12.0,sys2299
160654,,Contract,2015-07-31,6.17,,4.0,AUG-02-2019,AUG-19-2015,,,,SEP-03-2021,NOV-02-2021,CONTRACTS,Active,61.0,00:00.0,00:00.0,,2/11/2021 0:00,2.0,sys2403
132999,Purchased,Contract,2015-07-31,6.17,,2.24,OCT-29-2017,AUG-05-2015,JAN-01-2015,,,OCT-01-2020,DEC-31-2020,CONTRACTS,Contract - Active,92.0,,,,31-03-2024 00:00,3.0,sys738
63233,,Contract,2015-08-01,6.16,,4.0,AUG-03-2019,JUN-30-2015,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys1591
36093,,Contract,2015-08-01,6.16,,4.37,DEC-15-2019,JUN-19-2015,FEB-12-2015,,,,,WARRANTY,,,,,,30-09-2021 00:00,,sys1116
142756,,Contract,2015-08-05,6.15,,4.37,DEC-19-2019,SEP-18-2015,,,,SEP-10-2018,SEP-09-2019,CONTRACTS,Active,365.0,00:00.0,00:00.0,,9/9/2024 0:00,12.0,sys1810
162041,,HBS,2015-08-05,6.15,,4.37,DEC-19-2019,SEP-07-2015,JUL-17-2015,,,MAR-01-2021,AUG-31-2021,CONTRACTS,Active,184.0,,,,31-08-2021 00:00,6.0,sys888
54047,Purchase,Contract,2015-08-06,6.15,,4.37,DEC-20-2019,AUG-06-2015,MAY-06-2015,,,JUL-13-2016,JUN-19-2016,CONTRACTS,Terminated,-23.0,17:08.0,00:00.0,00:00.0,30-09-2026 17:00,-0.7741899999999999,sys23
34418,Purchase,Contract,2015-08-06,6.15,,0.45,JAN-19-2016,AUG-06-2015,JUL-30-2015,JUL-30-2015,AUG-03-2016,,,WARRANTY,,,,,,31-10-2023 05:00,,sys336
56016,,Contract,2015-08-14,6.13,,3.97,AUG-04-2019,AUG-24-2015,,,,JAN-01-2017,DEC-31-2017,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2022 00:00,12.0,sys1909
133821,Lease,Contract,2015-08-17,6.12,,3.97,AUG-07-2019,,AUG-09-2015,,,,,COMPONENT,,,,,,18-08-2022 00:00,,sys1425
120042,,HBS,2015-08-19,6.12,,4.0,AUG-21-2019,,,,,AUG-19-2017,AUG-18-2018,CONTRACTS,Active,365.0,00:00.0,00:00.0,,18-09-2021 00:00,12.0,sys1345
89185,,Contract,2015-08-21,6.11,,4.37,JAN-04-2020,JUL-28-2015,,,,JAN-12-2021,JAN-31-2021,CONTRACTS,Active,20.0,00:00.0,00:00.0,,30-09-2021 00:00,0.6451600000000001,sys1749
111967,,Contract,2015-08-25,6.1,,3.97,AUG-15-2019,,AUG-22-2015,,,,,COMPONENT,,,,,,31-08-2022 00:00,,sys1086
140735,Purchase,Contract,2015-08-26,6.1,,4.0,AUG-28-2019,AUG-26-2015,AUG-03-2015,,,AUG-08-2016,JUN-25-2017,CONTRACTS,,,17:08.0,00:00.0,,25-06-2024 17:00,,sys34
83654,,Contract,2015-08-27,6.09,,4.37,JAN-10-2020,SEP-14-2015,JUL-20-2015,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys783
64650,,HBS,2015-08-28,6.09,,4.37,JAN-11-2020,,,,,,,COMPONENT,,,,,,,,sys2306
153267,,Contract,2015-08-28,6.09,,4.37,JAN-11-2020,SEP-28-2015,JUL-31-2015,,,,,COMPONENT,,,,,,31-08-2022 00:00,,sys686
28722,Purchase,Contract,2015-08-31,6.08,,1.44,FEB-09-2017,AUG-31-2015,JUL-23-2015,,,OCT-01-2016,OCT-01-2016,CONTRACTS,Terminated,1.0,17:08.0,00:00.0,00:00.0,30-09-2026 17:00,0.03225,sys96
100355,,Contract,2015-09-01,6.08,,3.97,AUG-22-2019,NOV-23-2015,,,,,,COMPONENT,,,,,,30-11-2024 00:00,,sys1541
161447,,HBS,2015-09-02,6.08,,4.0,SEP-04-2019,,,,,,,COMPONENT,,,,,,,,sys2443
149205,Purchase,Contract,2015-09-02,6.08,,4.37,JAN-16-2020,SEP-22-2015,SEP-02-2015,,,NOV-01-2016,NOV-01-2016,CONTRACTS,Terminated,1.0,17:08.0,00:00.0,00:00.0,6/9/2026 17:00,0.03225,sys708
39233,Purchase,HBS,2015-09-03,6.07,,2.24,DEC-02-2017,SEP-03-2015,JUL-29-2015,,,AUG-03-2016,MAR-31-2021,CONTRACTS,,,00:00.0,00:00.0,,31-03-2021 17:00,,sys615
121781,,Contract,2015-09-06,6.07,,3.97,AUG-27-2019,,SEP-06-2015,,,OCT-01-2019,SEP-30-2020,CONTRACTS,Expired,366.0,,,,30-09-2021 00:00,12.0,sys2643
135072,,Contract,2015-09-14,6.04,,4.37,JAN-28-2020,SEP-30-2015,,,,JUL-01-2019,JUN-30-2020,CONTRACTS,Active,366.0,00:00.0,00:00.0,,30-06-2022 00:00,12.0,sys2046
14777,,Contract,2015-09-14,6.04,,4.37,JAN-28-2020,SEP-21-2015,AUG-21-2015,,,,,COMPONENT,,,,,,13-09-2022 00:00,,sys461
60871,,Contract,2015-09-18,6.03,,4.0,SEP-20-2019,,,,,SEP-18-2016,MAR-17-2017,CONTRACTS,Active,181.0,00:00.0,00:00.0,,30-04-2022 00:00,6.0,sys1877
112496,Lease,Contract,2015-09-18,6.03,,3.97,SEP-08-2019,SEP-22-2015,SEP-14-2015,,,,,COMPONENT,,,,,,30-06-2026 17:00,,sys714
37747,,Extended Warranty,2015-09-20,6.03,,4.0,SEP-22-2019,AUG-21-2015,,,,,,COMPONENT,,,,,,19-09-2025 00:00,,sys1546
57128,Lease,Contract,2015-09-21,6.03,,2.24,DEC-20-2017,SEP-25-2015,SEP-18-2015,,,SEP-26-2016,JUN-30-2026,CONTRACTS,,,00:00.0,00:00.0,,30-06-2026 17:00,,sys383
38988,,Contract,2015-09-22,6.02,,3.97,SEP-12-2019,,SEP-20-2015,,,NOV-01-2016,OCT-31-2021,CONTRACTS,Accepted,1826.0,,,,31-10-2021 00:00,60.0,sys1306
40057,,Contract,2015-09-23,6.02,,4.0,SEP-25-2019,,,,,,,COMPONENT,,,,,,22-09-2024 00:00,,sys1639
75040,,Contract,2015-09-24,6.02,,4.37,FEB-07-2020,SEP-25-2015,,,,NOV-10-2017,DEC-31-2017,CONTRACTS,Active,52.0,00:00.0,00:00.0,,31-12-2021 00:00,1.70967,sys1975
33526,,Contract,2015-09-24,6.02,,4.37,FEB-07-2020,SEP-25-2015,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys1996
99995,,HBS,2015-09-25,6.01,,1.97,SEP-15-2017,,,,,,,COMPONENT,,,,,,29-10-2020 00:00,,sys2131
118264,Purchased,Contract,2015-09-25,6.01,,2.24,DEC-24-2017,SEP-25-2015,JAN-01-2015,,,,,COMPONENT,,,,,,30-09-2021 00:00,,sys814
8855,,HBS,2015-09-25,6.01,,4.37,FEB-08-2020,SEP-28-2015,JUL-27-2015,,,,,COMPONENT,,,,,,24-09-2021 00:00,,sys934
30655,Lease,Contract,2015-09-25,6.01,,1.44,MAR-06-2017,SEP-30-2015,SEP-19-2015,,,,,COMPONENT,,,,,,30-06-2026 17:00,,sys147
100766,Lease,Contract,2015-09-25,6.01,,1.44,MAR-06-2017,SEP-30-2015,SEP-19-2015,,,SEP-30-2016,JUN-30-2026,CONTRACTS,Active,3561.0,00:00.0,00:00.0,,30-06-2026 17:00,117.06451000000001,sys280
15783,Lease,Contract,2015-09-25,6.01,,1.44,MAR-06-2017,SEP-30-2015,SEP-19-2015,,,SEP-30-2016,DEC-29-2016,CONTRACTS,Expired,91.0,17:08.0,00:00.0,,29-02-2024 18:00,3.0,sys72
48275,,Contract,2015-09-26,6.01,,3.97,SEP-16-2019,,,,,,,COMPONENT,,,,,,31-03-2024 00:00,,sys1284
33692,Lease,Contract,2015-09-26,6.01,,3.97,SEP-16-2019,SEP-30-2015,SEP-01-2015,,,NOV-03-2016,JUN-30-2026,CONTRACTS,Active,3527.0,00:00.0,00:00.0,,30-06-2026 17:00,115.93548,sys341
13046,Purchase,Contract,2015-09-28,6.01,,2.24,DEC-27-2017,NOV-16-2015,SEP-21-2015,,,OCT-03-2016,JUL-31-2019,CONTRACTS,Terminated,1032.0,15:00.0,00:00.0,00:00.0,31-12-2023 18:00,33.93548,sys145
55632,Lease,HBS,2015-09-28,6.01,,3.97,SEP-18-2019,SEP-30-2015,AUG-25-2015,,,,,COMPONENT,,,,,,,,sys2247
130091,,Contract,2015-09-29,6.0,,3.97,SEP-19-2019,,SEP-29-2015,,,JUL-01-2021,JUN-30-2022,CONTRACTS,Accepted,365.0,,,,30-06-2022 00:00,12.0,sys2645
136500,,Contract,2015-09-30,6.0,,4.0,OCT-02-2019,,,,,SEP-30-2021,SEP-29-2022,CONTRACTS,Active,365.0,00:00.0,00:00.0,,29-09-2024 00:00,12.0,sys1806
152384,Purchase,Contract,2015-09-30,6.0,,2.53,APR-13-2018,SEP-30-2015,AUG-10-2015,,,AUG-15-2016,AUG-16-2016,CONTRACTS,Terminated,2.0,17:08.0,00:00.0,00:00.0,1/11/2022 5:00,0.06451,sys93
70762,Purchase,Contract,2015-10-02,6.0,,1.44,MAR-13-2017,OCT-19-2015,SEP-28-2015,,,OCT-06-2016,JUN-30-2023,CONTRACTS,,,15:00.0,00:00.0,,30-06-2023 05:00,,sys849
64639,,HBS,2015-10-05,5.99,,2.24,JAN-03-2018,NOV-30-2015,,,,,,COMPONENT,,,,,,,,sys1739
139400,,Contract,2015-10-05,5.99,,2.24,JAN-03-2018,OCT-06-2015,,,,MAR-01-2021,DEC-31-2021,CONTRACTS,Active,306.0,00:00.0,00:00.0,,31-12-2023 00:00,10.0,sys1458
58369,Purchase,Contract,2015-10-05,5.99,,0.45,MAR-19-2016,APR-08-2016,OCT-05-2015,,,MAY-31-2019,MAY-30-2024,CONTRACTS,,,17:08.0,00:00.0,,30-05-2024 17:00,,sys252
85558,Purchase,Contract,2015-10-06,5.98,,4.37,FEB-19-2020,OCT-26-2015,APR-30-2015,,,OCT-01-2019,JAN-31-2024,CONTRACTS,,,17:08.0,00:00.0,,31-01-2024 18:00,,sys192
29579,,Contract,2015-10-08,5.98,,4.37,FEB-21-2020,NOV-30-2015,SEP-17-2015,,,,,COMPONENT,,,,,,26-11-2021 00:00,,sys935
77283,,HBS,2015-10-08,5.98,,2.24,JAN-06-2018,SEP-30-2015,AUG-18-2015,,,,,COMPONENT,,,,,,7/4/2021 0:00,,sys891
64592,Purchase,Contract,2015-10-10,5.97,,4.37,FEB-23-2020,OCT-27-2015,MAY-08-2015,,,OCT-15-2016,SEP-30-2019,CONTRACTS,Terminated,1081.0,17:08.0,00:00.0,00:00.0,31-01-2024 18:00,35.54838,sys198
36800,Purchase,Contract,2015-10-10,5.97,,4.37,FEB-23-2020,OCT-26-2015,MAY-08-2015,,,,,COMPONENT,,,,,,31-01-2024 18:00,,sys194
15306,,Contract,2015-10-12,5.97,,4.0,OCT-14-2019,OCT-13-2015,,NOV-11-2015,NOV-10-2016,,,WARRANTY,,,,,,10/2/2022 0:00,,sys1773
132833,,Contract,2015-10-15,5.96,,4.37,FEB-28-2020,OCT-30-2015,,SEP-26-2015,SEP-25-2016,,,WARRANTY,,,,,,31-12-2021 00:00,,sys2166
39462,,HBS,2015-10-16,5.96,,2.24,JAN-14-2018,APR-27-2016,,,,,,COMPONENT,,,,,,31-03-2017 00:00,,sys2210
51180,,HBS,2015-10-17,5.95,,0.61,MAY-30-2016,,,OCT-17-2015,OCT-16-2016,,,WARRANTY,,,,,,,,sys2173
65615,,HBS,2015-10-19,5.95,,2.24,JAN-17-2018,DEC-04-2015,,,,,,COMPONENT,,,,,,,,sys2138
11157,,Contract,2015-10-20,5.95,,4.37,MAR-04-2020,NOV-30-2015,SEP-20-2015,,,,,WARRANTY,,,,,,31-10-2023 00:00,,sys663
43473,,HBS,2015-10-21,5.94,,3.97,OCT-11-2019,,,,,NOV-18-2016,JUL-02-2017,CONTRACTS,Active,227.0,00:00.0,00:00.0,,31-12-2019 00:00,7.51612,sys2098
95457,,Contract,2015-10-21,5.94,,3.97,OCT-11-2019,OCT-26-2015,,OCT-21-2015,OCT-20-2016,,,WARRANTY,,,,,,31-12-2022 00:00,,sys1916
5869,Lease,Contract,2015-10-26,5.93,,4.87,SEP-10-2020,NOV-09-2015,OCT-21-2015,,,NOV-14-2016,JUN-30-2026,CONTRACTS,Active,3516.0,00:00.0,00:00.0,,30-06-2026 17:00,115.58063999999999,sys375
163578,,HBS,2015-10-28,5.92,,4.37,MAR-12-2020,SEP-08-2016,,FEB-04-2015,FEB-03-2016,,,WARRANTY,,,,,,,,sys2819
105538,Lease,Contract,2015-10-31,5.92,,1.44,APR-11-2017,NOV-19-2015,JUL-16-2015,,,,,COMPONENT,,,,,,30-06-2026 17:00,,sys488
142067,,Contract,2015-11-01,5.91,,2.24,JAN-30-2018,NOV-12-2015,AUG-21-2015,,,DEC-01-2019,NOV-30-2020,CONTRACTS,Active,366.0,,,,30-11-2021 00:00,12.0,sys1533
15698,Purchase,Contract,2015-11-02,5.91,,4.0,NOV-04-2019,NOV-02-2015,OCT-14-2015,,,OCT-19-2016,JUN-30-2026,CONTRACTS,,,00:00.0,00:00.0,,30-06-2026 17:00,,sys356
36450,,Contract,2015-11-02,5.91,,3.97,OCT-23-2019,,OCT-06-2015,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys1195
112468,Lease,HBS,2015-11-07,5.9,,4.0,NOV-09-2019,NOV-25-2015,OCT-27-2015,,,NOV-12-2016,MAR-31-2021,CONTRACTS,,,00:00.0,00:00.0,,31-03-2021 17:00,,sys588
58426,Purchase,Contract,2015-11-09,5.89,,4.37,MAR-24-2020,NOV-18-2015,OCT-14-2015,,,OCT-19-2016,JUN-30-2026,CONTRACTS,,,00:00.0,00:00.0,,30-06-2026 17:00,,sys339
1841,,Contract,2015-11-10,5.89,,2.24,FEB-08-2018,NOV-30-2015,,,,MAR-19-2021,MAR-18-2022,CONTRACTS,Active,365.0,00:00.0,00:00.0,,18-03-2022 00:00,12.0,sys1711
84590,,Contract,2015-11-10,5.89,,3.97,OCT-31-2019,,NOV-04-2015,,,,,COMPONENT,,,,,,24-11-2023 00:00,,sys1354
40382,,Contract,2015-11-11,5.89,,4.0,NOV-13-2019,NOV-11-2015,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys1941
30360,,Contract,2015-11-13,5.88,,4.37,MAR-28-2020,,,,,JUN-24-2020,JUN-23-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,23-06-2022 00:00,12.0,sys1691
38432,Lease,Contract,2015-11-13,5.88,,2.24,FEB-11-2018,NOV-13-2015,AUG-27-2015,,,SEP-26-2016,JUN-30-2026,CONTRACTS,Active,3565.0,00:00.0,00:00.0,,30-06-2026 17:00,117.19353999999998,sys801
21265,Purchased,Contract,2015-11-15,5.87,,2.24,FEB-13-2018,NOV-15-2015,JAN-01-2015,,,,,COMPONENT,,,,,,30-09-2021 00:00,,sys975
90315,,Contract,2015-11-16,5.87,,4.37,MAR-31-2020,,,,,,,COMPONENT,,,,,,31-12-2021 00:00,,sys1776
66124,,HBS,2015-11-16,5.87,,2.24,FEB-14-2018,NOV-27-2015,,FEB-03-2016,FEB-02-2017,,,WARRANTY,,,,,,28-02-2020 00:00,,sys2026
146806,Purchase,Contract,2015-11-16,5.87,,1.44,APR-27-2017,DEC-23-2015,SEP-23-2015,,,DEC-07-2020,DEC-06-2021,CONTRACTS,,,17:08.0,17:08.0,,6/12/2021 18:00,,sys66
50565,Lease,Contract,2015-11-20,5.86,,0.81,SEP-14-2016,DEC-14-2015,NOV-14-2015,,,,,COMPONENT,,,,,,29-02-2024 18:00,,sys63
57823,Lease,Contract,2015-11-20,5.86,,3.74,AUG-19-2019,DEC-28-2015,NOV-11-2015,,,NOV-25-2016,DEC-31-2022,CONTRACTS,,,15:00.0,00:00.0,,31-12-2022 06:00,,sys564
144326,Lease,Contract,2015-11-22,5.86,,3.97,NOV-12-2019,,NOV-20-2015,,,NOV-24-2016,NOV-23-2023,CONTRACTS,Accepted,2556.0,,,00:00.0,23-11-2023 00:00,84.0,sys1314
28162,,Contract,2015-11-23,5.85,,3.97,NOV-13-2019,,NOV-20-2015,,,,,COMPONENT,,,,,,30-11-2023 00:00,,sys1525
63738,Purchase,Contract,2015-11-23,5.85,,2.75,AUG-26-2018,DEC-02-2015,NOV-11-2015,,,NOV-28-2016,MAY-27-2017,CONTRACTS,Expired,181.0,17:08.0,17:08.0,,27-11-2023 18:00,6.0,sys160
64679,,HBS,2015-11-26,5.84,,2.24,FEB-24-2018,NOV-29-2015,,,,,,COMPONENT,,,,,,28-02-2019 00:00,,sys2092
43316,Purchase,Contract,2015-11-29,5.84,,0.81,SEP-23-2016,DEC-07-2015,NOV-13-2015,,,JAN-03-2017,SEP-30-2019,CONTRACTS,Terminated,1001.0,17:08.0,00:00.0,00:00.0,31-01-2024 18:00,32.93548,sys181
9317,,Contract,2015-11-30,5.83,,4.0,DEC-02-2019,DEC-29-2015,,NOV-30-2015,NOV-29-2016,,,WARRANTY,,,,,,31-08-2022 00:00,,sys1977
144284,Purchased,Contract,2015-12-01,5.83,,2.24,MAR-01-2018,DEC-21-2015,JAN-01-2015,,,NOV-30-2016,NOV-29-2019,CONTRACTS,Contract - Active,1095.0,,,,29-11-2021 00:00,36.0,sys955
19627,,HBS,2015-12-01,5.83,,3.97,NOV-21-2019,,,,,DEC-01-2016,NOV-30-2017,CONTRACTS,Active,365.0,00:00.0,00:00.0,,30-11-2020 00:00,12.0,sys2240
139218,,Contract,2015-12-02,5.83,,0.81,SEP-26-2016,DEC-28-2015,NOV-02-2015,,,,,COMPONENT,,,,,,22-12-2022 00:00,,sys648
51056,,Contract,2015-12-02,5.83,,4.37,APR-16-2020,DEC-02-2015,,,,JAN-01-2021,DEC-31-2021,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2021 00:00,12.0,sys1673
136779,Purchase,HBS,2015-12-02,5.83,,2.75,SEP-04-2018,DEC-25-2015,OCT-27-2015,DEC-02-2015,DEC-06-2016,,,WARRANTY,,,,,,,,sys1605
2486,Purchased,Contract,2015-12-06,5.82,,2.24,MAR-06-2018,DEC-06-2015,JAN-01-2015,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys1185
152467,Lease,Contract,2015-12-07,5.81,,2.24,MAR-07-2018,DEC-11-2015,AUG-22-2015,,,DEC-08-2016,JUN-30-2026,CONTRACTS,Active,3492.0,17:08.0,00:00.0,,30-06-2026 17:00,114.77418999999999,sys340
122044,Purchase,Contract,2015-12-08,5.81,,4.0,DEC-10-2019,DEC-01-2015,OCT-30-2015,,,DEC-13-2016,JUN-30-2026,CONTRACTS,,,00:00.0,00:00.0,,30-06-2026 17:00,,sys528
72088,,Contract,2015-12-08,5.81,,3.97,NOV-28-2019,,DEC-05-2015,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys1123
55676,,HBS,2015-12-09,5.81,,4.0,DEC-11-2019,DEC-09-2015,,,,,,COMPONENT,,,,,,,,sys2428
93237,,Contract,2015-12-10,5.81,,4.37,APR-24-2020,DEC-11-2015,,,,,,COMPONENT,,,,,,13-01-2026 00:00,,sys1679
88464,Purchased,Contract,2015-12-10,5.81,,2.24,MAR-10-2018,DEC-10-2015,JAN-01-2015,,,,,COMPONENT,,,,,,30-09-2021 00:00,,sys1025
50700,,Contract,2015-12-10,5.81,,4.12,JAN-22-2020,,NOV-13-2015,,,,,COMPONENT,,,,,,31-01-2024 00:00,,sys2850
141600,Purchase,HBS,2015-12-10,5.81,,3.97,NOV-30-2019,DEC-14-2015,SEP-19-2015,DEC-10-2015,DEC-14-2016,,,WARRANTY,,,,,,,,sys1207
39203,Lease,Contract,2015-12-11,5.8,,3.74,SEP-09-2019,DEC-31-2015,DEC-04-2015,,,,,COMPONENT,,,,,,30-06-2026 17:00,,sys473
7908,,Contract,2015-12-14,5.8,,0.61,JUL-27-2016,,,,,JAN-01-2018,MAR-31-2018,CONTRACTS,Active,90.0,00:00.0,00:00.0,,31-12-2021 00:00,3.0,sys1430
82303,Purchase,Contract,2015-12-14,5.8,,2.53,JUN-27-2018,DEC-14-2015,SEP-30-2015,,,OCT-17-2017,JAN-16-2018,CONTRACTS,,,17:08.0,00:00.0,,26-05-2022 17:00,,sys5
125916,Purchased,Contract,2015-12-15,5.79,,3.97,DEC-05-2019,DEC-31-2015,DEC-08-2015,,,,,COMPONENT,,,,,,14-12-2021 00:00,,sys687
25299,,Contract,2015-12-15,5.79,,4.0,DEC-17-2019,DEC-28-2015,,,,DEC-15-2016,DEC-14-2017,CONTRACTS,Active,365.0,00:00.0,00:00.0,,31-12-2021 00:00,12.0,sys2084
120971,,HBS,2015-12-15,5.79,,2.24,MAR-15-2018,,,,,,,COMPONENT,,,,,,31-12-2017 00:00,,sys2277
22019,,Contract,2015-12-15,5.79,,0.81,OCT-09-2016,DEC-24-2015,NOV-11-2015,,,,,COMPONENT,,,,,,21-12-2022 00:00,,sys661
68069,,Contract,2015-12-16,5.79,,3.97,DEC-06-2019,,DEC-12-2015,,,,,COMPONENT,,,,,,31-03-2022 00:00,,sys1110
120695,,Contract,2015-12-16,5.79,,3.97,DEC-06-2019,,DEC-13-2015,,,JAN-01-2017,DEC-31-2021,CONTRACTS,Accepted,1826.0,,,,31-12-2021 00:00,60.0,sys1480
95192,,Contract,2015-12-16,5.79,,3.97,DEC-06-2019,,DEC-11-2015,,,,,COMPONENT,,,,,,31-08-2023 00:00,,sys1474
12671,,HBS,2015-12-16,5.79,,2.53,JUN-29-2018,AUG-19-2016,DEC-16-2015,,,MAR-01-2020,FEB-28-2021,CONTRACTS,Expired,365.0,,,,28-02-2021 00:00,12.0,sys1032
105272,Purchase,Contract,2015-12-16,5.79,,0.81,OCT-10-2016,DEC-18-2015,DEC-07-2015,,,JAN-01-2019,DEC-15-2026,CONTRACTS,,,17:08.0,00:00.0,,15-12-2026 06:00,,sys42
27028,,Contract,2015-12-17,5.79,,4.0,DEC-19-2019,DEC-22-2015,OCT-09-2015,DEC-17-2015,DEC-16-2016,,,WARRANTY,,,,,,16-12-2021 00:00,,sys1075
130442,,Contract,2015-12-17,5.79,,4.0,DEC-19-2019,NOV-25-2015,,,,,,COMPONENT,,,,,,30-09-2021 00:00,,sys1870
144656,Purchase,Contract,2015-12-17,5.79,,1.75,SEP-18-2017,DEC-28-2015,NOV-20-2015,,,,,COMPONENT,,,,,,30-04-2025 05:00,,sys14
112808,,Contract,2015-12-18,5.78,,4.12,JAN-30-2020,SEP-03-2015,SEP-03-2015,DEC-18-2015,DEC-18-2016,,,WARRANTY,,,,,,28-02-2022 00:00,,sys2094
56169,,Contract,2015-12-18,5.78,,5.55,JUL-08-2021,DEC-21-2015,MAY-11-2015,,,,,COMPONENT,,,,,,31-05-2023 00:00,,sys201
